stop_id,stop_name,stop_lat,stop_lon
1_294,вул. Старовокзальна,50.44350051879883,30.488922119140625
1_307,Героїв полку «Азов»  1,50.5043830871582,30.490123748779297
1_308,Героїв полку «Азов»  1,50.50550079345703,30.4896240234375
1_14,Гната Юри,50.429786682128906,30.38709831237793
1_28,Гната Юри,50.42961883544922,30.38615608215332
1_4400,Гната Юри,50.42951965332031,30.38603401184082
1_4405,Гната Юри,50.429473876953125,30.38565444946289
1_446,Дарницький вокзал,50.43046951293945,30.647075653076172
1_451,Дарницький вокзал,50.43035888671875,30.647029876708984
1_470,Дарницький вокзал,50.43046951293945,30.647075653076172
1_475,Дарницький вокзал,50.43035888671875,30.647029876708984
1_4464,ДВРЗ,50.448326110839844,30.676084518432617
1_4469,ДВРЗ,50.4481315612793,30.676549911499023
1_15,Індустріальна,50.44381332397461,30.44179916381836
1_3485,Індустріальна,50.44419860839844,30.443199157714844
1_4401,Індустріальна,50.44364929199219,30.441303253173828
1_4404,Індустріальна,50.44447708129883,30.444232940673828
1_265,Контрактова пл.,50.46539306640625,30.51689910888672
1_270,Контрактова пл.,50.46475601196289,30.515926361083984
1_282,Контрактова пл.,50.465023040771484,30.516338348388672
1_283,Контрактова пл.,50.46537399291992,30.516847610473633
1_322,Контрактова пл.,50.46502685546875,30.51638412475586
1_323,Контрактова пл.,50.46552276611328,30.517160415649414
1_3292,Контрактова пл.,50.46470260620117,30.515260696411133
1_3293,Контрактова пл.,50.46513366699219,30.5164852142334
1_333,Контрактова пл.,50.46532440185547,30.51687240600586
1_334,Контрактова пл.,50.46489715576172,30.516202926635742
1_346,Контрактова пл.,50.46502685546875,30.516368865966797
1_347,Контрактова пл.,50.46542739868164,30.516969680786133
1_3977,Корольова,50.4123649597168,30.41046905517578
