name,geometry
вул. Лісківська,POINT (30.5996447 50.5251423)
вул. Радунська,POINT (30.596725 50.5196761)
Мікрорайон №24,POINT (30.5932863 50.5308272)
Завод «Маяк»,POINT (30.4908318 50.4892944)
"Завод ""Промзв'язок""",POINT (30.4954364 50.489402)
ЕпіцентрК,POINT (30.48723 50.4893117)
Станція метро «Почайна»,POINT (30.498145 50.48812)
"Завод ""Промзв'язок""",POINT (30.4954898 50.4889443)
Завод «Маяк»,POINT (30.4907985 50.4889843)
просп. Леся Курбаса,POINT (30.3925319 50.4310036)
Вул. Академіка Корольова,POINT (30.3918791 50.430233)
Пошта,POINT (30.6321747 50.482126)
вул. Василя Іваниса,POINT (30.6419713 50.471341)
Вул. Шолом-Алейхема,POINT (30.6397489 50.4741851)
УТОС,POINT (30.6386224 50.4762927)
Вул. Ореста Левицького,POINT (30.6365279 50.4790587)
Автомагазин (за вимогою),POINT (30.6093356 50.4922781)
вул. Василя Іваниса,POINT (30.6420959 50.4707151)
Вул. Ореста Левицького,POINT (30.6363482 50.4797073)
Вул. Мілютенка,POINT (30.6267394 50.4806254)
Навч.-наук. існтитут №2 Національної академії внутрішніх справ,POINT (30.6100726 50.4893082)
Навч.-наук. існтитут №2 Національної академії внутрішніх справ,POINT (30.61043 50.4896024)
Вул. Профспілкова,POINT (30.6511916 50.4382374)
Дарницька площа,POINT (30.6249091 50.44448)
"Санаторій ""Перемога""",POINT (30.2813402 50.4476217)
"Санаторій ""Перемога""",POINT (30.281174 50.4473119)
вулиця Чорних Запорожців,POINT (30.5950398 50.4782469)
вулиця Чорних Запорожців,POINT (30.595273 50.4793156)
парк «Перемога»,POINT (30.6036523 50.4585065)
парк «Перемога»,POINT (30.6038508 50.4587388)
ж/м «Паркові Озера»,POINT (30.5988136 50.4685666)
Дитячий садок,POINT (30.5945122 50.4814018)
Вул. Анни Ахматової,POINT (30.6457078 50.4119122)
Станція електрички «Березняки»,POINT (30.6066374 50.4228058)
Вул. Академіка Горбунова,POINT (30.6794053 50.4264565)
Фармацевтична фірма «Дарниця»,POINT (30.6839139 50.4259691)
Фармацевтична фірма «Дарниця»,POINT (30.6834821 50.425729)
Містечко,POINT (30.6873606 50.4250318)
Містечко,POINT (30.6882578 50.425172)
Рембаза,POINT (30.6922344 50.4243114)
Рембаза,POINT (30.6930415 50.4240083)
Гуртожиток,POINT (30.6973583 50.4233935)
ЗЗБК,POINT (30.7053644 50.4213476)
ЗЗБК,POINT (30.7046251 50.4215932)
Шлакоблок,POINT (30.7075862 50.4199399)
Шлакоблок,POINT (30.7076077 50.4196512)
ст. м. Червоний хутір,POINT (30.6957482 50.4091505)
ст. м. Червоний хутір,POINT (30.6956618 50.409396)
Автостоянка,POINT (30.6157587 50.4295077)
Вулиця Старобориспільська,POINT (30.7070297 50.4164715)
Вулиця Старобориспільська,POINT (30.7068863 50.4161429)
Гуртожиток (на вимогу),POINT (30.7003851 50.4117852)
Палац культури «Дніпро»,POINT (30.6679135 50.428828)
Вул. Академіка Горбунова,POINT (30.6803218 50.4265926)
Майдан Незалежності,POINT (30.5230623 50.4489673)
"Готель ""Нивки""",POINT (30.3958014 50.4744101)
вулиця Естонська,POINT (30.3959192 50.4631114)
Київська овочева фабрика,POINT (30.3958816 50.4668096)
вулиця Салютна,POINT (30.3959214 50.4717265)
Дитячий сад,POINT (30.3959892 50.4789967)
Мікрорайон Бортничі,POINT (30.6837014 50.3633846)
Вулиця Івана Франка,POINT (30.6902932 50.362491)
Кладовище,POINT (30.6993145 50.3670339)
Вул. Бориса Гмирі,POINT (30.6235276 50.3969047)
Вул. Бориса Гмирі,POINT (30.6242018 50.3966324)
ст. м. Площа Українських Героїв,POINT (30.5163197 50.4396127)
вулиця Димерська,POINT (30.3510992 50.4744733)
Просп. В. Лобановського,POINT (30.5170418 50.4068986)
Проспект Степана Бандери,POINT (30.5269782 50.4880695)
Київська овочева фабрика,POINT (30.3961527 50.4676942)
"Готель ""Нивки""",POINT (30.3960722 50.4754412)
"Серійний завод ""Антонов""",POINT (30.3959166 50.4591743)
вулиця Естонська,POINT (30.3962346 50.4625783)
Дитячий сад,POINT (30.3957569 50.4776323)
Біла Діброва,POINT (30.70785 50.510924)
Птахофабрика,POINT (30.7113899 50.4833494)
вулиця Новокостянтинівська,POINT (30.4798456 50.4879716)
Вул. Новокостянтинівська,POINT (30.4799241 50.4883419)
Вул. Олени Пчілки,POINT (30.624309 50.4142591)
Вул. Олени Пчілки,POINT (30.6250475 50.4155685)
Станція електрички «Березняки»,POINT (30.6020018 50.4220463)
Вул. Олени Теліги,POINT (30.449991 50.4771691)
Парк відпочинку,POINT (30.4532638 50.4795166)
Парк відпочинку,POINT (30.4529162 50.4796325)
Лікарня ім. Павлова,POINT (30.4646454 50.4828589)
ст. м. Лівобережна,POINT (30.5972905 50.4502596)
Храм Всіх Святих,POINT (30.5275085 50.4096403)
Печерський міст,POINT (30.5482938 50.4192298)
Вул. Остафія Дашкевича,POINT (30.6043885 50.4850547)
Вул. Остафія Дашкевича,POINT (30.6041686 50.4851912)
Вулиця Вітряні Гори,POINT (30.4423774 50.5141424)
Вул. Шолом-Алейхема,POINT (30.639469 50.4751002)
Вул. Обухівська,POINT (30.3313057 50.4668209)
Вул. Миколи Грінченка,POINT (30.514687 50.4170022)
Ашан Біличі - Ірпінь,POINT (30.3606318 50.4958825)
Ашан Біличі - м. Житомирська,POINT (30.3605697 50.4962676)
"Санаторій ""Жовтень""",POINT (30.6188762 50.2613932)
Вул. М.Стельмаха,POINT (30.501857 50.3955168)
Вулиця Віктора Некрасова,POINT (30.4057146 50.4904788)
вул. Івана Виговського,POINT (30.4070539 50.4907981)
вул. Івана Виговського,POINT (30.4076921 50.490943)
Вулиця Віктора Некрасова,POINT (30.406089 50.4913346)
Сади,POINT (30.4790228 50.5510595)
Сади,POINT (30.4788868 50.550748)
Вулиця Йорданська,POINT (30.5071219 50.4948671)
Вул. Цитадельна,POINT (30.5552835 50.4327303)
Музей історії України в Другій світовій війні,POINT (30.5562829 50.4326431)
Вулиця Гроденська,POINT (30.6464882 50.4359049)
Вулиця Гроденська,POINT (30.6467825 50.4357466)
Міський дозвільний центр,POINT (30.6133072 50.4056839)
Вул. Мечникова,POINT (30.5260832 50.4383944)
Пролісок,POINT (30.3266028 50.4535934)
"Пансіонат ""Сокіл""",POINT (30.6251741 50.2521093)
"Пансіонат ""Сокіл""",POINT (30.6252356 50.2524968)
"Дитячій оздоровчий комплекс ""Дружба""",POINT (30.6297575 50.2456653)
Конча Озерна,POINT (30.6124538 50.2700054)
Конча Озерна,POINT (30.6123604 50.2706328)
Вулиця Блакитного,POINT (30.5266631 50.3899567)
Пологовий будинок,POINT (30.4437777 50.5002157)
Пологовий будинок,POINT (30.444022 50.500377)
Поліклініка,POINT (30.4491317 50.5004397)
Поліклініка,POINT (30.4481279 50.5005693)
Бул. Академика Вернадского,POINT (30.3788934 50.4570367)
Ст. метро Житомирська,POINT (30.3651109 50.4557574)
Ст. м. Житомирська,POINT (30.3654221 50.456063)
Пролісок,POINT (30.3285792 50.4534087)
Станція метро Святошин,POINT (30.3930646 50.458009)
Вул. Івана Гонти,POINT (30.4468755 50.4643191)
Вул. Вадима Гетьмана,POINT (30.444348 50.4512277)
Універсам,POINT (30.3846922 50.4313065)
Приміські маршрутки,POINT (30.3640608 50.4554761)
Жуляни-1,POINT (30.4370982 50.386362)
ст. м. «Шулявська»,POINT (30.446611 50.4571119)
ст. м. «Шулявська»,POINT (30.4469309 50.4568303)
Вул. Борщагівська,POINT (30.4425554 50.4435212)
Інститут газу,POINT (30.4424382 50.4626028)
Вул. Миколи Голего,POINT (30.4446487 50.4403808)
Кінотеатр «Старт»,POINT (30.6058863 50.4350295)
Залізничний міст (на вимогу),POINT (30.5929129 50.4187729)
Вулиця Миколи Василенка,POINT (30.4195609 50.4466935)
Машинобудівна вул.,POINT (30.4422331 50.4458558)
вулиця Августина Волошина,POINT (30.4344681 50.434883)
вулиця Чернишевського,POINT (30.4325197 50.4318126)
вул. Володимирська,POINT (30.5139875 50.4431367)
Податкова інспекція,POINT (30.6280985 50.4404315)
Вул. Анатолія Солов'яненка,POINT (30.6271307 50.4652311)
Вул. Івана Огієнка,POINT (30.4796968 50.4415987)
Вул. Івана Огієнка,POINT (30.4803664 50.4424042)
Вулиця Івана Огієнка,POINT (30.4815596 50.4416355)
Вулиця Герцена,POINT (30.4778785 50.4648545)
Вулиця Герцена,POINT (30.4788373 50.4642536)
Вул. Максима Токарева,POINT (30.4640349 50.4235848)
пр. Повітряних сил,POINT (30.4609393 50.4248498)
вул. Золотоустiвська,POINT (30.4857321 50.4562682)
вул. Золотоустiвська,POINT (30.4855611 50.456804)
"Нацiональна дитяча клінічна лікарня ""ОХМАТДИТ""",POINT (30.4832234 50.4508968)
пр. Академіка Палладіна,POINT (30.3552745 50.4550885)
проспект Берестейський,POINT (30.3600631 50.4554154)
Вул. Чорнобильська,POINT (30.346707 50.4598261)
Вул. Академіка Єфремова,POINT (30.3456211 50.4627826)
Вул. Академіка Єфремова,POINT (30.3454141 50.4623037)
Дитяча поліклініка,POINT (30.3484761 50.4643435)
проспект Берестейський,POINT (30.3569226 50.4550326)
ст. м. Академмістечко,POINT (30.3553567 50.4644249)
Тр№39,POINT (30.3545286 50.4650329)
Стадіон,POINT (30.4808388 50.4449501)
Стадіон,POINT (30.4810382 50.4446044)
Обласна лікарня,POINT (30.4725806 50.471455)
Вулиця Овруцька,POINT (30.4730773 50.4696649)
вул. Авіаконструкторська,POINT (30.3844287 50.4573796)
Вул. Дмитра Яворницького,POINT (30.3379416 50.4616799)
Службова (на вимогу),POINT (30.4230965 50.4890181)
Лісозорсадник,POINT (30.36479 50.4994836)
Національний авіаційний університет,POINT (30.4311683 50.4413854)
Національний авіаційний університет,POINT (30.4332681 50.441493)
пров. Осінній,POINT (30.3420763 50.4639634)
Дитяча поліклініка,POINT (30.3476597 50.4646029)
"Інноваційний парк ""ЮНІТ СІТІ""",POINT (30.4647393 50.4710769)
"Інноваційний парк ""ЮНІТ СІТІ""",POINT (30.4639271 50.47108)
вул. Ґарета Джонса,POINT (30.459156 50.4716461)
вул. Ґарета Джонса,POINT (30.4581492 50.4720302)
Спортивний комплекс,POINT (30.4557227 50.4721132)
Спортивний комплекс,POINT (30.4557978 50.4723614)
Поліклініка №3,POINT (30.3465316 50.4569781)
Універсам,POINT (30.3845186 50.4307912)
ст. м. «Палац Спорту»,POINT (30.5213708 50.4386582)
вул. Ґарета Джонса,POINT (30.4567271 50.4697288)
вул. Ґарета Джонса,POINT (30.4524394 50.4699487)
Вул. 60-а Садова,POINT (30.6061727 50.3776171)
Вул. Лондонська,POINT (30.454491 50.4346254)
Вул. Єреванська,POINT (30.4593476 50.4361921)
Школа,POINT (30.460654 50.4371112)
Вул. Пилипа Козицького,POINT (30.465994 50.438142)
Вулиця Паньківська,POINT (30.5012241 50.4374646)
вулиця Гетьмана Павла Скоропадського,POINT (30.4981042 50.4399062)
Вулиця Нагірна,POINT (30.4789583 50.474815)
Вул. Нагірна,POINT (30.478965 50.4749168)
Вул. 60-а Садова,POINT (30.6059152 50.3779147)
вулиця Михайла Донця,POINT (30.433893 50.4344767)
Станція метро «Арсенальна»,POINT (30.542823 50.4440514)
"Станція метро ""Героїв Дніпра""",POINT (30.5009491 50.5228299)
Вулиця Паньківська,POINT (30.5024774 50.4392245)
мт. 437,POINT (30.4426776 50.5010746)
В. Ярмоли,POINT (30.4692855 50.4533082)
Вул. В. Ярмоли,POINT (30.4692521 50.4533241)
Мінський масив,POINT (30.4511526 50.522185)
Станція метро Академмістечко,POINT (30.355006 50.4650878)
вул. Осіння,POINT (30.335848 50.4693166)
Школа №230,POINT (30.3296076 50.469788)
Овочевий магазин,POINT (30.3318574 50.4732662)
Житній ринок,POINT (30.5111761 50.4651093)
Лісова,POINT (30.571319 50.309738)
вул. Саксаганського,POINT (30.4952392 50.4455084)
Пирогів,POINT (30.5334119 50.3417116)
Вулиця Василя Верховинця,POINT (30.3942808 50.4319014)
Поліклініка,POINT (30.4419436 50.470519)
Станція метро «Дорогожичі»,POINT (30.4473836 50.4731435)
Вул. Донецька,POINT (30.4461693 50.4284791)
Вул. Ушинського,POINT (30.4442961 50.4269605)
Гуртожиток,POINT (30.4453082 50.4247429)
вул. Володимира Сікевича,POINT (30.4511197 50.4229428)
Вул. Волинська,POINT (30.4500318 50.427413)
пр. Повітряних сил,POINT (30.4580468 50.4250908)
Вулиця Деревлянська,POINT (30.4723394 50.4672786)
Укрчастотнагляд,POINT (30.2965902 50.4514985)
Спортшкола №8,POINT (30.51921 50.369329)
Дарницький універмаг,POINT (30.6234774 50.4430631)
ст. м. Либідська,POINT (30.5260745 50.4124124)
Вул. Новопольова,POINT (30.4333823 50.4188288)
Вул. Новопольова,POINT (30.4338193 50.4189156)
Вул. Олега Афанаса,POINT (30.4313172 50.415995)
"Залізничний вокзал ""Південний""",POINT (30.4868621 50.4383422)
"ВО ""Росток""",POINT (30.4256049 50.4472176)
Шляхова дільниця,POINT (30.4480121 50.5814269)
ж/м Микільська Слобідка,POINT (30.5870642 50.4624229)
ст. м. Лівобережна,POINT (30.5980817 50.4518946)
ст. м. Лівобережна,POINT (30.598522 50.4515301)
вул. 3-я Садова,POINT (30.5834659 50.4672359)
вул. 10-а Садова,POINT (30.5795289 50.4715125)
вул. 15-а Садова,POINT (30.5776787 50.4738712)
вул. 20-а Садова,POINT (30.5751825 50.4765448)
вул. 20-а Садова,POINT (30.5753893 50.4764575)
вул. 25-а Садова,POINT (30.5725703 50.4797495)
вул. 32-а Садова,POINT (30.5698401 50.4828467)
Русанівські сади,POINT (30.5698308 50.4827122)
"Кінотеатр ""Тампере""",POINT (30.4249831 50.4300804)
Вул. Білецького,POINT (30.4226084 50.4318885)
"Кінотеатр ""Тампере""",POINT (30.4246376 50.430444)
Вул. Академіка Шалімова,POINT (30.430711 50.4290929)
Відрадний проспект,POINT (30.4295231 50.4289605)
бул. Верховної Ради,POINT (30.6299979 50.4509)
бул. Верховної Ради,POINT (30.6304774 50.4508153)
Житлові будинки,POINT (30.5328286 50.4778048)
Укрпромінвест,POINT (30.5329744 50.478615)
Вул. Григорія Гуляницького,POINT (30.4578383 50.3919806)
Магазин,POINT (30.4162622 50.4458226)
вул. Академіка Шалімова,POINT (30.4136177 50.4451964)
Аеропорт Київ,POINT (30.4374201 50.4114437)
Аеропорт «Київ»,POINT (30.4382717 50.4117478)
"Міжнародний аеропорт ""Київ""",POINT (30.438273 50.4106368)
Ашан Біличі - пл.Тараса Шевченка,POINT (30.3606442 50.4958055)
221,POINT (30.3607936 50.4938503)
Ашан Біличі,POINT (30.3606069 50.4960366)
Ашан Біличі - м.Нивки,POINT (30.3605945 50.4961136)
Ашан Біличі №194,POINT (30.3606567 50.4957285)
Ашан Біличі - Буча,POINT (30.3606194 50.4959595)
Ашан Біличі - м. Лук'янівська,POINT (30.3605821 50.4961906)
м.194,POINT (30.3650395 50.4927423)
проспект Георгія Гонгадзе,POINT (30.4104535 50.5067805)
Вулиця Їжакевича,POINT (30.4387377 50.5142718)
вулиця Перемишльська,POINT (30.434275 50.5140205)
Вулиця Світлицького,POINT (30.4350448 50.5130547)
Площа Космонавтів,POINT (30.4550822 50.432213)
"Автокооператив ""Березняки""",POINT (30.5986296 50.4218818)
Площа Слави,POINT (30.5496857 50.441104)
Арсенальна площа,POINT (30.546205 50.443471)
ст. м. «Бориспільська»,POINT (30.6863992 50.402487)
ст. м. «Бориспільська»,POINT (30.6866057 50.402099)
Станція метро Святошин,POINT (30.3929859 50.4575833)
вул. Привокзальна,POINT (30.637878 50.4267468)
вул. Тальнівська,POINT (30.6197458 50.4080695)
Автостоянка,POINT (30.6270082 50.4085702)
вул. Тальнівська,POINT (30.6202652 50.407883)
Торговий Центр,POINT (30.6329837 50.4013931)
Вул. Федора Андерса,POINT (30.4484147 50.4154632)
Дарницький ринок,POINT (30.6526848 50.4312369)
Службова,POINT (30.423042 50.4889114)
Автомагазин,POINT (30.586366 50.4823668)
Школа-інтернат,POINT (30.5924211 50.4876123)
Торговий центр,POINT (30.4666196 50.364671)
Вул. Теремківська,POINT (30.4571425 50.370917)
Просп. П. Тичини,POINT (30.612705 50.4325332)
Площа Космонавтів,POINT (30.4552775 50.4310574)
вул. Литвиненко-Вольгемут,POINT (30.3738635 50.4190713)
1ша Лінія,POINT (30.3650242 50.5276689)
вул. 3-я Садова,POINT (30.5830974 50.4674442)
Вулиця Олександра Копиленка,POINT (30.5441645 50.4318251)
Вулиця Літня,POINT (30.5273969 50.4258134)
ст. м. Дніпро,POINT (30.5594603 50.4413283)
Лісове кладовище (центральний вхід),POINT (30.6206343 50.4983774)
Дніпровська набережна,POINT (30.6207551 50.4020132)
вул. Віри Ґедройць,POINT (30.5336676 50.3702998)
Вул. Березняківська,POINT (30.6145538 50.4322589)
Пошта,POINT (30.6351138 50.4730949)
Шляхопровід,POINT (30.4260371 50.3945667)
Шляхопровід,POINT (30.4257129 50.3944062)
Інститут газу,POINT (30.4419319 50.4626371)
Вул. Вінницька,POINT (30.4524775 50.4186973)
пр. Повітряних сил,POINT (30.4613482 50.4250956)
Чоколівський бульвар,POINT (30.4582199 50.4277291)
Вул. Авіаконструктора Антонова,POINT (30.4654921 50.4291316)
Вул. Янки Купали,POINT (30.4613104 50.4301534)
Водогін,POINT (30.4719219 50.5657684)
Водогін,POINT (30.4759543 50.567265)
Водогін,POINT (30.4750717 50.5673864)
масив Райдужний,POINT (30.5822781 50.4952493)
Львівська вулиця,POINT (30.3874521 50.4549799)
Вул. Княжий Затон,POINT (30.622335 50.4046125)
Ліцей №293,POINT (30.6239196 50.5289994)
Бикiвня-3,POINT (30.6780328 50.473835)
Бикiвня-3,POINT (30.6777971 50.4741256)
УЖГ-2,POINT (30.4036961 50.4082656)
Вул. Янтарна,POINT (30.3591414 50.4433279)
Вул. Здолбунівська,POINT (30.6228984 50.4166139)
Вул. Любарська,POINT (30.6212678 50.4226701)
Вул. Любарська,POINT (30.620028 50.4203397)
Лук'янівська площа,POINT (30.4801353 50.4617426)
КАРЗ-12,POINT (30.4997221 50.4742772)
Скай Молл,POINT (30.5575839 50.4952013)
Вул. Вадима Гетьмана,POINT (30.444924 50.451685)
Дарницька площа,POINT (30.6235585 50.4415936)
вул. Сімферопольська,POINT (30.6454555 50.4300271)
№189,POINT (30.3472837 50.4597116)
№510,POINT (30.3472028 50.4598451)
Лікарня,POINT (30.4244583 50.4885429)
Харківське шосе,POINT (30.6441433 50.4230136)
Вул. Юрія Литвинського,POINT (30.6412029 50.4196044)
Вул. Юрія Литвинського,POINT (30.6418795 50.4197157)
Вул. Ревуцького,POINT (30.6413502 50.4223157)
Вул. Шота Руставелі,POINT (30.5199032 50.4388157)
Вул. Басейна,POINT (30.5221738 50.4398741)
АДМ,POINT (30.4486987 50.4900271)
АДМ,POINT (30.4483937 50.4900565)
Завод шампанських вин,POINT (30.4559075 50.4911949)
Завод шампанських вин,POINT (30.452968 50.4910867)
Вітамінний завод,POINT (30.4605525 50.4922407)
Вулиця Копилівська,POINT (30.4593438 50.4920583)
Цегельний завод,POINT (30.4410711 50.4865541)
Дитяча поліклініка,POINT (30.5985624 50.427611)
Вул. Шумського,POINT (30.5973742 50.4277478)
Автомагазин,POINT (30.5962744 50.4275896)
Вул. Івана Миколайчука,POINT (30.6119894 50.4365953)
вул. Джохара Дудаєва,POINT (30.4577623 50.4352314)
Кріпосний провулок,POINT (30.5390114 50.4447796)
Маріїнський парк,POINT (30.5395025 50.4455844)
Фонтан,POINT (30.4546271 50.5301545)
Фонтан,POINT (30.4548928 50.5302346)
"Культурний центр ""Українського товариства глухих""",POINT (30.4700458 50.435674)
Торгово-економічний університет,POINT (30.6369419 50.4642661)
Інститут моделювання,POINT (30.3463389 50.4748379)
Інститут моделювання,POINT (30.3464015 50.4750858)
Вул. Василя Стефаника,POINT (30.3410532 50.4746317)
вулиця Клавдіївська,POINT (30.342841 50.4779118)
вул. Клавдіївська,POINT (30.3441263 50.4779358)
вулиця Корсунська,POINT (30.3459587 50.477644)
Вулиця Нивська,POINT (30.4002405 50.458117)
Вулиця Нивська,POINT (30.3987027 50.458365)
Площа Тараса Шевченка,POINT (30.4492459 50.5201129)
пр. Петра Григоренка,POINT (30.6255709 50.4121407)
Кишеня,POINT (30.6280919 50.4078131)
вул. Миколи Лаврухіна,POINT (30.5954404 50.5182979)
Торговельний центр «Епіцентр»,POINT (30.606164 50.5234579)
Кінотеатр,POINT (30.6276691 50.477279)
Спорт база,POINT (30.4564943 50.5376689)
Спортбаза,POINT (30.4567471 50.5381905)
Квітництво,POINT (30.4541342 50.550931)
Квітництво,POINT (30.4543192 50.5511083)
Водогін,POINT (30.453137 50.565508)
Житловий комплекс,POINT (30.4584883 50.5665949)
Селище ДВС,POINT (30.4638819 50.5666856)
Княжий Затон (на вимогу),POINT (30.630928 50.4035294)
просп. Григоренка (на вимогу),POINT (30.6316417 50.4047314)
вул. Обсерваторна,POINT (30.5009639 50.4565369)
вул. Бульварно-Кудрявська,POINT (30.5051669 50.4541856)
Вул. Степана Олійника,POINT (30.6466751 50.4102386)
Вул. Кошиця,POINT (30.6491323 50.4062237)
Ринок,POINT (30.6518135 50.4022926)
Вул. Ревуцького,POINT (30.6468767 50.414218)
Вул. Кошиця,POINT (30.6498308 50.4064958)
Водогін,POINT (30.4528099 50.5651544)
Промислова вул.,POINT (30.7030179 50.3680814)
Вул. Вітовецька,POINT (30.6954537 50.3647386)
Вул. Вітовецька,POINT (30.6959783 50.3651587)
Сільгосптехніка,POINT (30.7064542 50.3705236)
Промислова вул.,POINT (30.7029446 50.3682286)
Сільгосптехніка,POINT (30.7056944 50.3701733)
Бикiвня-1,POINT (30.6649604 50.4702264)
Лісництво,POINT (30.6649368 50.4705404)
Бикiвня-2,POINT (30.6716526 50.472068)
Бикiвня,POINT (30.6714747 50.472367)
Вул. Шолом-Алейхема,POINT (30.6296069 50.4739517)
Залізничний міст (на вимогу),POINT (30.5934975 50.4168038)
Кільцева дорога,POINT (30.4203667 50.3988642)
Вул. Юрія Кондратюка,POINT (30.4572167 50.525897)
Вул. Крутогірна,POINT (30.4838351 50.4122776)
вул. Народна,POINT (30.4793795 50.4158674)
вул. Народна,POINT (30.4798328 50.4146808)
Вул. Крутогірна,POINT (30.4831202 50.4129865)
вул. Андрія Головка,POINT (30.4765249 50.4181357)
Школа-інтернат,POINT (30.4295297 50.4915163)
Полковий провулок,POINT (30.4248656 50.490532)
Вул. Міська,POINT (30.3662096 50.5261185)
1ша Лінія,POINT (30.3648121 50.528248)
Вул. Міська,POINT (30.366685 50.5261919)
Вул. Квітки Цісик,POINT (30.3534867 50.5408924)
Школа-інтернат,POINT (30.356356 50.5341635)
Вул. Юнкерова,POINT (30.3556458 50.5374665)
Вулиця Деревлянська,POINT (30.4712858 50.4679816)
Вулиця Деревлянська,POINT (30.4703401 50.4665236)
Нивка,POINT (30.2824624 50.4501379)
Укрчастотнагляд,POINT (30.2967036 50.4511932)
Сосновий бір,POINT (30.2539608 50.4481176)
вул. Радунська,POINT (30.5999211 50.5330277)
Мікрорайон №25,POINT (30.6045439 50.5332888)
Мікрорайон №23,POINT (30.6051283 50.5330254)
вул. Оноре де Бальзака,POINT (30.6110256 50.5329677)
вул. Оноре де Бальзака,POINT (30.6112635 50.5327159)
Мікрорайон №13,POINT (30.6157004 50.5319032)
Мікрорайон №13,POINT (30.6155337 50.5316241)
КБУ-636,POINT (30.5340579 50.4858155)
КБУ-636,POINT (30.5344419 50.4859986)
Вул. Електриків,POINT (30.5381265 50.4812118)
Мостовий перехід,POINT (30.5330301 50.4736818)
Мостовий перехід,POINT (30.533068 50.4742127)
Вул. Борисоглібська,POINT (30.5255202 50.4648173)
Вул. Григорія Сковороди,POINT (30.5220115 50.467014)
КП,POINT (30.3599641 50.51643)
"Станція метро ""Героїв Дніпра""",POINT (30.5008008 50.5225003)
АЗС (на вимогу),POINT (30.4855392 50.398969)
Проспект Володимира Івасюка,POINT (30.5103436 50.5227167)
Проспект Володимира Івасюка,POINT (30.5110505 50.5223617)
Торговий комплекс,POINT (30.5065565 50.5226867)
Торговий комплекс,POINT (30.5071527 50.5224613)
Лісова Поляна,POINT (30.2548815 50.4340128)
Лісна,POINT (30.2532799 50.4417944)
Дитяча лікарня,POINT (30.4847934 50.5434129)
Лісова,POINT (30.5718909 50.3084738)
вулиця Загорівська,POINT (30.4725385 50.4698085)
Вулиця Княжий Затон,POINT (30.6149777 50.4008035)
Кільцева дорога,POINT (30.4188665 50.3983129)
Госпіталь ветеранів ВВВ,POINT (30.3584656 50.5325912)
Дитячий садок,POINT (30.3503593 50.5435639)
Квітки Цісик вулиця,POINT (30.3539316 50.5408528)
Центр медичної реабілітації,POINT (30.3440049 50.5483175)
13-а лінія,POINT (30.3410412 50.5504782)
АТП 5,POINT (30.3901566 50.4889102)
АЗС (на вимогу),POINT (30.3847301 50.4910222)
станція метро Нивки,POINT (30.4057638 50.4599317)
Вулиця Данила Щербаківського,POINT (30.403969 50.4583271)
Дитячий садок,POINT (30.3503753 50.5436402)
Вулиця Конотопська,POINT (30.5229804 50.3926205)
Вулиця Горяна,POINT (30.5202349 50.3942866)
Вулиця Голосіївська,POINT (30.5111257 50.3973755)
Вулиця Добрий Шлях,POINT (30.5267712 50.3902302)
Севастопольска площа,POINT (30.4580933 50.4243524)
ст. м. Поштова площа,POINT (30.5256864 50.4586541)
Бессарабська площа,POINT (30.5198363 50.4417761)
Центральний універмаг,POINT (30.520844 50.4432374)
Кільцева дорога,POINT (30.3878439 50.4107851)
Сосновий бір,POINT (30.2512773 50.4482645)
Плодобаза,POINT (30.2544006 50.4303633)
Катеринівка,POINT (30.3220651 50.4529414)
Катеринівка (ШЕУ),POINT (30.3219659 50.4532583)
Нивка,POINT (30.2793448 50.4503217)
Лісова,POINT (30.4563764 50.5333942)
вул. Зоологічна,POINT (30.4657348 50.4624029)
Фабрика взуття,POINT (30.4740848 50.4885159)
Вул. Куренівська,POINT (30.4697916 50.4912953)
Вул. Ливарська,POINT (30.4714113 50.4898245)
станція швидкісного трамваю «Романа Шухевича»,POINT (30.5742688 50.4956799)
вул. Пономарьова,POINT (30.3647243 50.4892746)
Корчма,POINT (30.3033449 50.5473888)
Вулиця Вишгородська,POINT (30.4492136 50.5199963)
АЗС,POINT (30.6865239 50.4002553)
АЗС,POINT (30.6865718 50.4004644)
Вул. Грузинська,POINT (30.6714797 50.4092031)
ЖК Східна брама,POINT (30.6911154 50.3978612)
Вул. Петра Прокоповича,POINT (30.6963663 50.3922792)
БУЗС,POINT (30.690812 50.3875316)
Вулиця Нектарна,POINT (30.6963626 50.3834757)
Школа,POINT (30.6990486 50.3815955)
Автосервіс,POINT (30.7040157 50.3780438)
вулиця Миколи Голего,POINT (30.4415474 50.4401203)
станція Борщагівка,POINT (30.4008542 50.4331845)
станція метро Берестейська,POINT (30.4200256 50.4581324)
КАРЗ-6,POINT (30.4107297 50.4444201)
Залізничний Переїзд,POINT (30.5478612 50.3714132)
Військове містечко,POINT (30.7356536 50.4896149)
"""Старий Дуб""",POINT (30.7238778 50.4864081)
Військове містечко,POINT (30.7355339 50.4899639)
Птахофабрика,POINT (30.7116152 50.4830724)
станція метро Нивки,POINT (30.4052586 50.4589795)
Вулиця Сошенка,POINT (30.4451875 50.5223211)
вул. Авіаконструкторська,POINT (30.3835114 50.4569997)
"Видавництво ""Київська Правда""",POINT (30.4060256 50.4951451)
"Видавництво ""Київська Правда""",POINT (30.4056501 50.494743)
Поліклініка,POINT (30.4057217 50.4780362)
Станція метро “Хрещатик”,POINT (30.5221153 50.4471201)
